Age,Age_Group,Attriation_Num,Attrition,Attrition Status,Attrition_Flag,BusinessTravel,Current_Role_Tenure_Band,DailyRate,Department,dept,Distance_Band,DistanceFromHome,Education,Education_Label,EducationField,EmpID,Env_Sat_lable,EnvironmentSatisfaction,Experience_Band,Gender,HourlyRate,Income_Band,Job_Involve_lable,Job_Sat_lable,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,Overtime Custom,OverTime_Flag,PercentSalaryHike,PerformanceRating,Previous_Employers_Band,Promotion Band new,Sum of Promotion Band Sort,Promotion_Gap_Band,Relationship_Sat_lable,RelationshipSatisfaction,Salary_Hike_Band,StockOptionLevel,Tenure_Band,Total Working Experience Band,TrainingTimesLastYear,TotalWorkingYears,W_L_Balance_lable,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1169,Human Resources,HR,6-10,8,2,College,Medical,EMP-869,Medium,2,6-10 Years,Male,63,$3000-$5000,Medium,Very High,2,1,Human Resources,4,Divorced,4936,23965,1,No,Standard,0,13,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,2-5 Years,6–10 Years,6,6,High,3,5,1,0,4
28,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1172,Sales,Sales,0-5,3,3,Bachelor,Medical,EMP-1875,Medium,2,0-5 Years,Female,78,$0-$3000,High,Medium,3,1,Sales Representative,2,Married,2856,3692,1,No,Standard,0,19,3,1-2,0-1 Years,1,0-2 Years,Very High,4,16-20%,1,0-1 Years,0–5 Years,3,1,High,3,1,0,0,0
28,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1217,Research & Development,R & D,0-5,1,3,Bachelor,Medical,EMP-1834,High,3,0-5 Years,Female,67,$3000-$5000,High,Low,3,1,Research Scientist,1,Married,3591,12719,1,No,Standard,0,25,4,1-2,0-1 Years,1,0-2 Years,High,3,21%+,1,2-5 Years,0–5 Years,3,3,High,3,3,2,1,2
28,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1300,Research & Development,R & D,11-20,17,2,College,Medical,EMP-536,High,3,6-10 Years,Male,79,$3000-$5000,High,Low,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,6-10 Years,6–10 Years,2,10,High,3,10,0,1,8
28,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1423,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-1506,Low,1,0-5 Years,Male,72,$0-$3000,Medium,High,2,1,Research Scientist,3,Divorced,1563,12530,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,0-1 Years,0–5 Years,2,1,Low,1,1,0,0,0
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,304,Sales,Sales,6-10,9,4,Master,Life Sciences,EMP-498,Medium,2,6-10 Years,Male,92,$5000-$7000,High,Very High,3,2,Sales Executive,4,Single,5253,20750,1,No,Standard,0,16,3,1-2,0-1 Years,1,0-2 Years,Very High,4,16-20%,0,6-10 Years,6–10 Years,1,7,High,3,7,5,0,7
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,580,Research & Development,R & D,21+,27,3,Bachelor,Medical,EMP-1622,Medium,2,6-10 Years,Female,39,$3000-$5000,Low,Low,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,Standard,0,21,4,0,0-1 Years,1,0-2 Years,Medium,2,21%+,1,2-5 Years,6–10 Years,5,6,Medium,2,5,3,0,0
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,736,Sales,Sales,21+,26,3,Bachelor,Life Sciences,EMP-1387,High,3,0-5 Years,Male,48,$3000-$5000,Medium,Low,2,2,Sales Executive,1,Married,4724,24232,1,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,2-5 Years,0–5 Years,0,5,High,3,5,3,0,4
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,866,Sales,Sales,0-5,5,3,Bachelor,Medical,EMP-1469,Very High,4,6-10 Years,Male,84,$7000-$10000,High,Low,3,2,Sales Executive,1,Single,8463,23490,0,No,Standard,0,18,3,0,0-1 Years,1,0-2 Years,Very High,4,16-20%,0,2-5 Years,6–10 Years,4,6,High,3,5,4,1,3
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,1117,Research & Development,R & D,6-10,8,2,College,Life Sciences,EMP-395,Very High,4,0-5 Years,Female,66,$3000-$5000,High,Very High,3,1,Research Scientist,4,Single,3310,4488,1,No,Standard,0,21,4,1-2,0-1 Years,1,0-2 Years,Very High,4,21%+,0,2-5 Years,0–5 Years,3,5,High,3,5,3,0,2
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,1179,Research & Development,R & D,11-20,19,4,Master,Medical,EMP-1216,Very High,4,6-10 Years,Male,78,$3000-$5000,Medium,Low,2,1,Laboratory Technician,1,Married,3196,12449,1,No,Standard,0,12,3,1-2,2–3 Years,2,3-5 Years,High,3,11-15%,3,6-10 Years,6–10 Years,2,6,High,3,6,5,3,3
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,1181,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-1799,High,3,0-5 Years,Male,82,$0-$3000,High,Very High,3,1,Research Scientist,4,Married,2044,5531,1,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,2-5 Years,0–5 Years,6,5,Very High,4,5,3,0,3
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,1451,Research & Development,R & D,0-5,2,1,Below College,Life Sciences,EMP-1136,Low,1,6-10 Years,Male,67,$3000-$5000,Medium,Medium,2,1,Research Scientist,2,Married,3201,19911,0,No,Standard,0,17,3,0,0-1 Years,1,0-2 Years,Low,1,16-20%,0,2-5 Years,6–10 Years,2,6,Low,1,5,3,0,4
28,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,1476,Research & Development,R & D,11-20,16,2,College,Medical,EMP-412,Medium,2,6-10 Years,Male,68,$5000-$7000,Very High,Low,4,2,Healthcare Representative,1,Single,5661,4824,0,No,Standard,0,19,3,0,0-1 Years,1,0-2 Years,High,3,16-20%,0,6-10 Years,6–10 Years,2,9,High,3,8,3,0,7
28,25-34,0,No,Active,0,Travel_Rarely,6-10 Years,760,Sales,Sales,0-5,2,4,Master,Marketing,EMP-846,Medium,2,6-10 Years,Female,81,$3000-$5000,High,Medium,3,2,Sales Executive,2,Married,4779,3698,1,Yes,Overtime,1,20,4,1-2,6+ Years,4,6+ Years,Low,1,16-20%,0,6-10 Years,6–10 Years,2,8,High,3,8,7,7,5
28,25-34,0,No,Active,0,Travel_Rarely,6-10 Years,857,Research & Development,R & D,6-10,10,3,Bachelor,Other,EMP-1097,High,3,6-10 Years,Female,59,$3000-$5000,High,High,3,2,Research Scientist,3,Single,3660,7909,3,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,6-10 Years,6–10 Years,4,10,Very High,4,8,7,1,7
28,25-34,0,No,Active,0,Travel_Rarely,6-10 Years,950,Research & Development,R & D,0-5,3,3,Bachelor,Medical,EMP-1121,Very High,4,6-10 Years,Female,93,$7000-$10000,High,Medium,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,Standard,0,17,3,0,0-1 Years,1,0-2 Years,Medium,2,16-20%,3,6-10 Years,6–10 Years,3,10,Medium,2,9,7,1,7
28,25-34,0,No,Active,0,Travel_Rarely,6-10 Years,1083,Research & Development,R & D,21+,29,1,Below College,Life Sciences,EMP-1514,High,3,6-10 Years,Male,96,$5000-$7000,Low,Medium,1,2,Manufacturing Director,2,Married,6549,3173,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,2,6-10 Years,6–10 Years,2,8,Medium,2,8,6,1,7
28,25-34,1,Yes,Left,1,Non-Travel,6-10 Years,1366,Research & Development,R & D,21+,24,2,College,Technical Degree,EMP-1082,Medium,2,6-10 Years,Male,72,$7000-$10000,Medium,Low,2,3,Healthcare Representative,1,Single,8722,12355,1,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,0,6-10 Years,6–10 Years,2,10,Medium,2,10,7,1,9
28,25-34,1,Yes,Left,1,Travel_Frequently,0-2 Years,289,Research & Development,R & D,0-5,2,2,College,Medical,EMP-1504,High,3,6-10 Years,Male,38,$0-$3000,Medium,Low,2,1,Laboratory Technician,1,Single,2561,5355,7,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,0,0-1 Years,6–10 Years,2,8,Medium,2,0,0,0,0
28,25-34,1,Yes,Left,1,Travel_Frequently,0-2 Years,1009,Research & Development,R & D,0-5,1,3,Bachelor,Medical,EMP-1111,Low,1,0-5 Years,Male,45,$0-$3000,Medium,Medium,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,Standard,0,15,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,2,0-1 Years,0–5 Years,2,1,High,3,1,0,0,0
28,25-34,1,Yes,Left,1,Travel_Frequently,0-2 Years,1496,Sales,Sales,0-5,1,3,Bachelor,Technical Degree,EMP-1486,Low,1,0-5 Years,Male,92,$0-$3000,High,High,3,1,Sales Representative,3,Married,2909,15747,3,No,Standard,0,15,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,2-5 Years,0–5 Years,3,5,Very High,4,3,2,1,2
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,103,Research & Development,R & D,21+,24,3,Bachelor,Life Sciences,EMP-19,High,3,6-10 Years,Male,50,$0-$3000,Medium,High,2,1,Laboratory Technician,3,Single,2028,12947,5,Yes,Overtime,1,14,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,6–10 Years,4,6,High,3,4,2,0,3
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,329,Research & Development,R & D,21+,24,3,Bachelor,Medical,EMP-1604,High,3,0-5 Years,Male,51,$0-$3000,High,Medium,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,Overtime,1,17,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,3,0-1 Years,0–5 Years,3,1,High,3,1,1,0,0
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,529,Research & Development,R & D,0-5,2,4,Master,Life Sciences,EMP-364,Low,1,0-5 Years,Male,79,$3000-$5000,High,High,3,1,Laboratory Technician,3,Single,3485,14935,2,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,0-1 Years,0–5 Years,5,5,Low,1,0,0,0,0
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,890,Research & Development,R & D,0-5,2,4,Master,Medical,EMP-828,High,3,0-5 Years,Male,46,$3000-$5000,High,High,3,1,Research Scientist,3,Single,4382,16374,6,No,Standard,0,17,3,9+,2–3 Years,2,0-2 Years,Very High,4,16-20%,0,2-5 Years,0–5 Years,3,5,Medium,2,2,2,2,1
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,1157,Research & Development,R & D,0-5,2,4,Master,Medical,EMP-440,Low,1,0-5 Years,Male,84,$3000-$5000,Low,Very High,1,1,Research Scientist,4,Married,3464,24737,5,Yes,Overtime,1,13,3,9+,2–3 Years,2,0-2 Years,Very High,4,11-15%,0,2-5 Years,0–5 Years,4,5,Medium,2,3,2,2,2
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,1404,Research & Development,R & D,11-20,17,3,Bachelor,Technical Degree,EMP-1960,High,3,6-10 Years,Male,32,$0-$3000,Medium,Very High,2,1,Laboratory Technician,4,Divorced,2367,18779,5,No,Standard,0,12,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,1,2-5 Years,6–10 Years,2,6,Medium,2,4,1,0,3
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,1434,Research & Development,R & D,0-5,5,4,Master,Technical Degree,EMP-65,High,3,0-5 Years,Male,50,$3000-$5000,High,High,3,1,Laboratory Technician,3,Single,3441,11179,1,Yes,Overtime,1,13,3,1-2,2–3 Years,2,0-2 Years,High,3,11-15%,0,2-5 Years,0–5 Years,3,2,Medium,2,2,2,2,2
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,1475,Sales,Sales,11-20,13,2,College,Marketing,EMP-1933,Very High,4,6-10 Years,Female,84,$7000-$10000,High,High,3,2,Sales Executive,3,Single,9854,23352,3,Yes,Overtime,1,11,3,9+,2–3 Years,2,0-2 Years,Very High,4,11-15%,0,2-5 Years,6–10 Years,0,6,High,3,2,0,2,2
28,25-34,1,Yes,Left,1,Travel_Rarely,0-2 Years,1485,Research & Development,R & D,11-20,12,1,Below College,Life Sciences,EMP-1175,High,3,0-5 Years,Female,79,$0-$3000,High,Very High,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,Overtime,1,11,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,0-1 Years,0–5 Years,4,1,Medium,2,1,1,0,0
28,25-34,1,Yes,Left,1,Travel_Rarely,6-10 Years,654,Research & Development,R & D,0-5,1,2,College,Life Sciences,EMP-741,Low,1,6-10 Years,Female,67,$0-$3000,Low,Medium,1,1,Research Scientist,2,Single,2216,3872,7,Yes,Overtime,1,13,3,9+,2–3 Years,2,3-5 Years,Very High,4,11-15%,0,6-10 Years,6–10 Years,4,10,High,3,7,7,3,7
29,25-34,0,No,Active,0,Non-Travel,3-5 Years,746,Sales,Sales,0-5,2,3,Bachelor,Life Sciences,EMP-469,Very High,4,0-5 Years,Male,61,$3000-$5000,High,High,3,2,Sales Executive,3,Married,4649,16928,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,1,2-5 Years,0–5 Years,3,4,Medium,2,4,3,0,2
29,25-34,0,No,Active,0,Non-Travel,6-10 Years,1496,Research & Development,R & D,0-5,1,1,Below College,Technical Degree,EMP-208,Very High,4,6-10 Years,Male,41,$3000-$5000,High,High,3,2,Manufacturing Director,3,Married,4319,26283,1,No,Standard,0,13,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,1,6-10 Years,6–10 Years,1,10,High,3,10,7,0,9
29,25-34,0,No,Active,0,Travel_Frequently,0-2 Years,410,Research & Development,R & D,0-5,2,1,Below College,Life Sciences,EMP-1513,Very High,4,0-5 Years,Female,97,$3000-$5000,High,Medium,3,1,Laboratory Technician,2,Married,3180,4668,0,No,Standard,0,13,3,0,0-1 Years,1,0-2 Years,High,3,11-15%,3,2-5 Years,0–5 Years,3,4,High,3,3,2,0,2
29,25-34,0,No,Active,0,Travel_Frequently,0-2 Years,461,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-1753,Very High,4,6-10 Years,Male,70,$5000-$7000,Very High,High,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,Overtime,1,12,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,2-5 Years,6–10 Years,5,10,Very High,4,3,2,0,2
29,25-34,0,No,Active,0,Travel_Frequently,0-2 Years,1404,Sales,Sales,11-20,20,3,Bachelor,Technical Degree,EMP-974,High,3,0-5 Years,Female,84,$0-$3000,High,Very High,3,1,Sales Representative,4,Married,2157,18203,1,No,Standard,0,15,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,2-5 Years,0–5 Years,5,3,High,3,3,1,0,2
29,25-34,0,No,Active,0,Travel_Frequently,3-5 Years,490,Research & Development,R & D,6-10,10,3,Bachelor,Life Sciences,EMP-1143,Very High,4,6-10 Years,Female,61,$3000-$5000,High,Medium,3,1,Research Scientist,2,Divorced,3291,17940,0,No,Standard,0,14,3,0,0-1 Years,1,0-2 Years,Very High,4,11-15%,2,6-10 Years,6–10 Years,2,8,Medium,2,7,5,1,1
29,25-34,0,No,Active,0,Travel_Frequently,3-5 Years,995,Research & Development,R & D,0-5,2,1,Below College,Life Sciences,EMP-1590,Low,1,6-10 Years,Male,87,$7000-$10000,High,Very High,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,Standard,0,19,3,1-2,0-1 Years,1,0-2 Years,Very High,4,16-20%,1,6-10 Years,6–10 Years,0,6,Very High,4,6,4,1,3
29,25-34,0,No,Active,0,Travel_Frequently,6-10 Years,442,Sales,Sales,0-5,2,2,College,Life Sciences,EMP-388,Medium,2,6-10 Years,Male,44,$3000-$5000,High,Very High,3,2,Sales Executive,4,Single,4554,20260,1,No,Standard,0,18,3,1-2,0-1 Years,1,0-2 Years,Low,1,16-20%,0,6-10 Years,6–10 Years,3,10,Medium,2,10,7,0,9
29,25-34,0,No,Active,0,Travel_Frequently,6-10 Years,574,Research & Development,R & D,11-20,20,1,Below College,Medical,EMP-1852,Very High,4,11-20 Years,Male,40,$3000-$5000,High,Very High,3,1,Laboratory Technician,4,Married,3812,7003,1,No,Standard,0,13,3,1-2,2–3 Years,2,3-5 Years,Medium,2,11-15%,0,11+ Years,11–15 Years,3,11,Very High,4,11,8,3,10
29,25-34,0,No,Active,0,Travel_Frequently,6-10 Years,806,Research & Development,R & D,0-5,1,4,Master,Life Sciences,EMP-710,Medium,2,6-10 Years,Male,76,$0-$3000,Low,Very High,1,1,Research Scientist,4,Divorced,2720,18959,1,No,Standard,0,18,3,1-2,2–3 Years,2,0-2 Years,Very High,4,16-20%,1,6-10 Years,6–10 Years,5,10,High,3,10,7,2,8
29,25-34,0,No,Active,0,Travel_Frequently,6-10 Years,1413,Sales,Sales,0-5,1,1,Below College,Medical,EMP-312,Medium,2,11-20 Years,Female,42,$7000-$10000,High,Very High,3,3,Sales Executive,4,Married,7918,6599,1,No,Standard,0,14,3,1-2,4–5 Years,3,3-5 Years,Very High,4,11-15%,1,11+ Years,11–15 Years,5,11,High,3,11,10,4,1
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,232,Research & Development,R & D,11-20,19,3,Bachelor,Technical Degree,EMP-611,Very High,4,6-10 Years,Male,34,$3000-$5000,High,Very High,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,Standard,0,12,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,2,2-5 Years,6–10 Years,2,8,Very High,4,3,2,1,2
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,352,Human Resources,HR,6-10,6,1,Below College,Medical,EMP-1865,Very High,4,0-5 Years,Male,87,$0-$3000,Medium,Medium,2,1,Human Resources,2,Married,2804,15434,1,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,0-1 Years,0–5 Years,3,1,High,3,1,0,0,0
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,469,Sales,Sales,6-10,10,3,Bachelor,Medical,EMP-1650,High,3,6-10 Years,Male,42,$5000-$7000,Medium,High,2,2,Sales Executive,3,Single,5869,23413,9,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,0,2-5 Years,6–10 Years,2,8,High,3,5,2,1,4
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,590,Research & Development,R & D,0-5,4,3,Bachelor,Technical Degree,EMP-1762,Very High,4,0-5 Years,Female,91,$0-$3000,Medium,Low,2,1,Research Scientist,1,Divorced,2109,10007,1,No,Standard,0,13,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,0-1 Years,0–5 Years,2,1,High,3,1,0,0,0
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,592,Research & Development,R & D,6-10,7,3,Bachelor,Life Sciences,EMP-1883,Very High,4,11-20 Years,Male,59,$0-$3000,High,Low,3,1,Laboratory Technician,1,Single,2062,19384,3,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,11–15 Years,2,11,High,3,3,2,1,2
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,598,Research & Development,R & D,6-10,9,3,Bachelor,Life Sciences,EMP-1558,High,3,0-5 Years,Male,91,$0-$3000,Very High,High,4,1,Research Scientist,3,Married,2451,22376,6,No,Standard,0,18,3,9+,0-1 Years,1,0-2 Years,Low,1,16-20%,2,0-1 Years,0–5 Years,2,5,Medium,2,1,0,0,0
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,726,Research & Development,R & D,21+,29,1,Below College,Life Sciences,EMP-1859,Very High,4,11-20 Years,Male,93,$5000-$7000,Low,High,1,2,Healthcare Representative,3,Divorced,6384,21143,8,No,Standard,0,17,3,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,2,6-10 Years,11–15 Years,3,11,High,3,7,0,1,6
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,738,Research & Development,R & D,6-10,9,5,Doctor,Other,EMP-455,Medium,2,0-5 Years,Male,30,$3000-$5000,Medium,Very High,2,1,Laboratory Technician,4,Single,3983,7621,0,No,Standard,0,17,3,0,2–3 Years,2,0-2 Years,High,3,16-20%,0,2-5 Years,0–5 Years,2,4,High,3,3,2,2,2
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,986,Research & Development,R & D,0-5,3,4,Master,Medical,EMP-564,Medium,2,6-10 Years,Male,93,$10000-$15000,Medium,High,2,3,Research Director,3,Married,11935,21526,1,No,Standard,0,18,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,0,6-10 Years,6–10 Years,2,10,High,3,10,2,0,7
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,991,Sales,Sales,0-5,5,3,Bachelor,Medical,EMP-1669,Low,1,6-10 Years,Male,43,$3000-$5000,Medium,Medium,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,Overtime,1,13,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,6-10 Years,6–10 Years,3,10,Medium,2,10,0,0,9
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1010,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-1249,Low,1,0-5 Years,Female,97,$3000-$5000,High,Very High,3,1,Research Scientist,4,Divorced,3760,5598,1,No,Standard,0,15,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,3,2-5 Years,0–5 Years,5,3,High,3,3,2,1,2
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1090,Sales,Sales,6-10,10,3,Bachelor,Marketing,EMP-766,Very High,4,0-5 Years,Male,83,$0-$3000,High,Medium,3,1,Sales Representative,2,Divorced,2297,17967,1,No,Standard,0,14,3,1-2,2–3 Years,2,0-2 Years,Very High,4,11-15%,2,2-5 Years,0–5 Years,2,2,High,3,2,2,2,2
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1176,Sales,Sales,0-5,3,2,College,Medical,EMP-690,Medium,2,6-10 Years,Female,62,$5000-$7000,High,High,3,2,Sales Executive,3,Married,5561,3487,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,1,6-10 Years,6–10 Years,5,6,Medium,2,6,0,1,2
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1210,Sales,Sales,0-5,2,3,Bachelor,Medical,EMP-366,Low,1,6-10 Years,Male,78,$5000-$7000,Medium,Medium,2,2,Sales Executive,2,Married,6644,3687,2,No,Standard,0,19,3,1-2,0-1 Years,1,0-2 Years,Medium,2,16-20%,2,0-1 Years,6–10 Years,2,10,High,3,0,0,0,0
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1247,Sales,Sales,11-20,20,2,College,Marketing,EMP-349,Very High,4,6-10 Years,Male,45,$5000-$7000,High,Very High,3,2,Sales Executive,4,Divorced,6931,10732,2,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,1,2-5 Years,6–10 Years,2,10,High,3,3,2,0,2
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1283,Research & Development,R & D,21+,23,3,Bachelor,Life Sciences,EMP-495,Very High,4,6-10 Years,Male,54,$0-$3000,High,Very High,3,1,Research Scientist,4,Single,2201,18168,9,No,Standard,0,16,3,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,0,2-5 Years,6–10 Years,4,6,High,3,3,2,1,2
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1329,Research & Development,R & D,6-10,7,3,Bachelor,Life Sciences,EMP-1260,High,3,6-10 Years,Male,82,$5000-$7000,High,Very High,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,Overtime,1,11,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,2,6-10 Years,6–10 Years,2,6,High,3,6,0,1,0
29,25-34,0,No,Active,0,Travel_Rarely,0-2 Years,1396,Sales,Sales,6-10,10,3,Bachelor,Life Sciences,EMP-749,High,3,0-5 Years,Male,99,$0-$3000,High,High,3,1,Sales Representative,3,Single,2642,2755,1,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,0,0-1 Years,0–5 Years,6,1,High,3,1,0,0,0
29,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,136,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-1954,Low,1,6-10 Years,Male,89,$5000-$7000,High,Low,3,2,Healthcare Representative,1,Married,5373,6225,0,No,Standard,0,12,3,0,0-1 Years,1,0-2 Years,Low,1,11-15%,1,2-5 Years,6–10 Years,5,6,Medium,2,5,3,0,2
29,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,153,Research & Development,R & D,11-20,15,2,College,Life Sciences,EMP-15,Very High,4,6-10 Years,Female,49,$3000-$5000,Medium,High,2,2,Laboratory Technician,3,Single,4193,12682,0,Yes,Overtime,1,12,3,0,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,6-10 Years,6–10 Years,3,10,High,3,9,5,0,8
29,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,468,Research & Development,R & D,21+,28,4,Master,Medical,EMP-2054,Very High,4,0-5 Years,Female,73,$3000-$5000,Medium,Low,2,1,Research Scientist,1,Single,3785,8489,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,0–5 Years,3,5,Low,1,5,4,0,4
29,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,665,Research & Development,R & D,11-20,15,3,Bachelor,Life Sciences,EMP-346,High,3,6-10 Years,Male,60,$0-$3000,High,Very High,3,1,Research Scientist,4,Single,2340,22673,1,No,Standard,0,19,3,1-2,0-1 Years,1,0-2 Years,Low,1,16-20%,0,6-10 Years,6–10 Years,1,6,High,3,6,5,1,5
29,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,942,Research & Development,R & D,11-20,15,1,Below College,Life Sciences,EMP-1202,Medium,2,6-10 Years,Female,69,$0-$3000,Low,Very High,1,1,Research Scientist,4,Married,2168,26933,0,Yes,Overtime,1,18,3,0,0-1 Years,1,0-2 Years,Low,1,16-20%,1,2-5 Years,6–10 Years,2,6,Medium,2,5,4,1,3
29,25-34,0,No,Active,0,Travel_Rarely,3-5 Years,1082,Research & Development,R & D,6-10,9,4,Master,Medical,EMP-1709,Very High,4,6-10 Years,Female,43,$0-$3000,High,High,3,1,Laboratory Technician,3,Married,2974,25412,9,No,Standard,0,17,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,1,2-5 Years,6–10 Years,2,9,High,3,5,3,1,2
